Time: 2025-04-18 10:36:40,Device Address: 0xdFADEd6Bb2349Ac346D4756FDb377cfA3Ed26Eb8,Auth: FAIL
Time: 2025-04-18 10:37:42,Device Address: 0xdFADEd6Bb2349Ac346D4756FDb377cfA3Ed26Eb8,Auth: SUCCESS
Time: 2025-04-18 10:51:37,Device Address: 0xdFADEd6Bb2349Ac346D4756FDb377cfA3Ed26Eb8,Auth: SUCCESS
